2020-11-18 08:52:03,1367800,66629,5
2020-11-18 08:52:04,3884100,83313,19
2020-11-18 08:52:06,9711300,19649,60
2020-11-18 08:52:07,2174500,5824,34
2020-11-18 08:52:08,4699300,85695,40
2020-11-18 08:52:09,6298200,84266,8
2020-11-18 08:52:10,2607400,13059,46
2020-11-18 08:52:12,9583900,75087,96
2020-11-18 08:52:13,6487700,39568,92
2020-11-18 08:52:14,7029500,75642,45
2020-11-18 08:52:15,4344200,11542,55
2020-11-18 08:52:16,7123600,88914,34
2020-11-18 08:52:17,7654800,96900,68
2020-11-18 08:52:19,1166300,51791,47
2020-11-18 08:52:21,8541900,59603,70
2020-11-18 08:52:22,792700,27064,67
2020-11-18 08:52:24,1509800,13929,53
2020-11-18 08:52:26,6584800,88364,56
2020-11-18 08:52:27,646300,6337,46
2020-11-18 08:52:29,2194400,87587,39
2020-11-18 08:52:31,6573700,47250,26
2020-11-18 08:52:33,9134100,91911,44
2020-11-18 08:52:34,3637800,8171,73
2020-11-18 08:52:35,2515200,25353,23
2020-11-18 08:52:36,6726200,4786,57
2020-11-18 08:52:38,9249100,4334,94
2020-11-18 08:52:39,2136900,64901,54
2020-11-18 08:52:41,8947800,94075,42
2020-11-18 08:52:42,9997700,34642,52
2020-11-18 08:52:43,9662600,12856,29
2020-11-18 08:52:44,4226800,11184,52
2020-11-18 08:52:45,6760500,49970,56
2020-11-18 08:52:47,1293900,50691,81
2020-11-18 08:52:48,2197400,31437,60
2020-11-18 08:52:49,4311800,29086,85
2020-11-18 08:52:50,2106100,31475,97
2020-11-18 08:52:51,7567500,44720,69
2020-11-18 08:52:52,2839300,15137,20
2020-11-18 08:52:53,3375200,14727,6
2020-11-18 08:52:54,1997200,23175,80
2020-11-18 08:52:55,855100,56556,86
2020-11-18 08:52:56,7935500,39577,24
2020-11-18 08:52:58,4044200,32382,90
2020-11-18 08:52:59,5382900,31852,35
2020-11-18 08:53:00,7499000,86127,91
2020-11-18 08:53:01,934400,99684,98
2020-11-18 08:53:02,2051300,79404,23
2020-11-18 08:53:04,7633600,18274,29
2020-11-18 08:53:05,2639600,21128,50
2020-11-18 08:53:07,6574400,37178,53
2020-11-18 08:53:09,5515600,80585,16
2020-11-18 08:53:11,309400,46693,12
2020-11-18 08:53:12,1653500,80140,47
2020-11-18 08:53:13,1561600,72157,37
2020-11-18 08:53:15,2683400,97825,34
2020-11-18 08:53:17,1763100,7999,70
2020-11-18 08:53:19,6689000,94866,95
2020-11-18 08:53:20,5781200,38230,13
2020-11-18 08:53:22,5941300,93766,41
2020-11-18 08:53:23,4642600,25803,50
2020-11-18 08:53:24,3381800,53682,51
2020-11-18 08:53:26,5443800,92860,35
2020-11-18 08:53:27,7330700,44172,55
2020-11-18 08:53:29,5984200,31543,65
2020-11-18 08:53:31,79000,90614,54
2020-11-18 08:53:32,3734200,61815,37
2020-11-18 08:53:33,8340500,13101,10
2020-11-18 08:53:35,7314100,53711,48
2020-11-18 08:53:36,446700,21623,35
2020-11-18 08:53:37,9821600,9685,73
2020-11-18 08:53:40,6556600,5431,94
2020-11-18 08:53:41,9236100,36936,77
2020-11-18 08:53:42,1246100,63203,69
2020-11-18 08:53:43,941000,28499,66
2020-11-18 08:53:45,3696400,74554,58
2020-11-18 08:53:47,6209800,38159,57
2020-11-18 08:53:48,7067400,77679,48
2020-11-18 08:53:50,2568300,69916,44
2020-11-18 08:53:51,5747000,67095,59
2020-11-18 08:53:52,8642800,68182,40
2020-11-18 08:53:53,4984300,97438,77
2020-11-18 08:53:55,6292000,12026,59
2020-11-18 08:53:56,2893700,65126,44
2020-11-18 08:53:58,8424600,31931,19
2020-11-18 08:53:59,9870000,30183,61
2020-11-18 08:54:00,1849000,22118,27
2020-11-18 08:54:01,9647400,31106,54
2020-11-18 08:54:03,8303500,18535,53
2020-11-18 08:54:04,1031100,57966,92
2020-11-18 08:54:05,5093400,73451,21
2020-11-18 08:54:07,5695100,40884,29
2020-11-18 08:54:09,1597600,27901,96
2020-11-18 08:54:10,31700,99404,35
2020-11-18 08:54:11,657300,24897,7
2020-11-18 08:54:12,6100300,31125,87
2020-11-18 08:54:13,4757000,12173,73
2020-11-18 08:54:14,1983600,30612,81
2020-11-18 08:54:16,243600,60948,96
2020-11-18 08:54:17,7561300,85554,83
2020-11-18 08:54:19,3856000,10261,30
2020-11-18 08:54:21,475300,32526,69
2020-11-18 08:54:23,7945600,9693,21
2020-11-18 08:54:24,8299100,9448,75
2020-11-18 08:54:25,333900,5722,95
2020-11-18 08:54:26,737700,13732,82
2020-11-18 08:54:28,4743300,22313,21
2020-11-18 08:54:30,7522800,43154,25
2020-11-18 08:54:32,3389600,96512,72
2020-11-18 08:54:33,1657900,92976,49
2020-11-18 08:54:35,8463000,88152,55
2020-11-18 08:54:36,5474800,98268,87
2020-11-18 08:54:38,3340900,56144,13
2020-11-18 08:54:39,9407500,57810,10
2020-11-18 08:54:41,6483700,16808,10
2020-11-18 08:54:42,8877600,83391,38
2020-11-18 08:54:43,7704600,78626,59
2020-11-18 08:54:45,1840600,20841,96
2020-11-18 08:54:47,1486900,66195,22
2020-11-18 08:54:49,6972500,32756,5
2020-11-18 08:54:50,8892900,70563,73
2020-11-18 08:54:52,8976000,450,52
2020-11-18 08:54:54,5309500,23163,69
2020-11-18 08:54:56,1457000,77441,63
2020-11-18 08:54:57,8145600,43148,30
2020-11-18 08:54:59,9172900,94717,8
2020-11-18 08:55:00,7104500,95417,35
2020-11-18 08:55:01,1528500,32772,78
2020-11-18 08:55:03,4772000,37351,32
2020-11-18 08:55:04,8039900,47255,44
2020-11-18 08:55:06,4791600,19614,23
2020-11-18 08:55:07,2209700,70791,79
2020-11-18 08:55:08,9833900,53681,35
2020-11-18 08:55:10,630700,12004,89
2020-11-18 08:55:11,4250000,46096,83
2020-11-18 08:55:12,187900,91148,29
2020-11-18 08:55:13,3761800,88085,31
2020-11-18 08:55:15,5156100,58833,23
2020-11-18 08:55:16,8832400,81116,3
2020-11-18 08:55:17,9699100,38083,73
2020-11-18 08:55:18,7825500,9323,6
2020-11-18 08:55:19,7946000,46880,65
2020-11-18 08:55:21,4386400,30490,96
2020-11-18 08:55:22,5799000,44655,46
2020-11-18 08:55:23,5286300,72831,10
2020-11-18 08:55:24,4608700,32418,42
2020-11-18 08:55:26,3430100,93204,40
2020-11-18 08:55:28,7959600,67159,30
2020-11-18 08:55:30,3873000,91177,45
2020-11-18 08:55:32,2011800,86212,48
2020-11-18 08:55:33,1727800,44133,38
2020-11-18 08:55:35,3121300,88736,80
2020-11-18 08:55:37,6265000,24913,72
2020-11-18 08:55:39,8385100,29376,31
2020-11-18 08:55:40,6329100,91670,63
2020-11-18 08:55:41,5968100,55316,47
2020-11-18 08:55:42,1918600,36718,82
2020-11-18 08:55:44,2812700,31948,17
2020-11-18 08:55:46,810700,25554,39
2020-11-18 08:55:47,3572000,94099,2
2020-11-18 08:55:48,8841500,86091,76
2020-11-18 08:55:49,5575900,49538,40
2020-11-18 08:55:50,1279500,54360,33
2020-11-18 08:55:52,6799600,2387,1
2020-11-18 08:55:53,9876500,46848,25
2020-11-18 08:55:54,7141600,21616,73
2020-11-18 08:55:56,7433900,61719,9
2020-11-18 08:55:57,1180700,91558,37
2020-11-18 08:55:58,2189200,67180,3
2020-11-18 08:56:00,2870600,2963,33
2020-11-18 08:56:01,4974600,81518,44
2020-11-18 08:56:02,4851800,45440,70
2020-11-18 08:56:03,7233900,33761,68
2020-11-18 08:56:04,5292000,42174,7
2020-11-18 08:56:05,1318000,6989,66
2020-11-18 08:56:06,6656800,87993,28
2020-11-18 08:56:07,2435100,24927,26
2020-11-18 08:56:09,1568600,40209,62
2020-11-18 08:56:11,8163500,18344,9
2020-11-18 08:56:12,4251100,86260,51
2020-11-18 08:56:14,3327600,60689,82
2020-11-18 08:56:16,9087100,39926,69
2020-11-18 08:56:17,6932700,22624,83
2020-11-18 08:56:19,4993600,82875,73
2020-11-18 08:56:20,7154200,76855,77
2020-11-18 08:56:21,9082300,20080,89
2020-11-18 08:56:23,6867200,45897,29
2020-11-18 08:56:25,6712100,9665,71
2020-11-18 08:56:27,1580300,28210,85
2020-11-18 08:56:28,8266900,19902,85
2020-11-18 08:56:29,8558300,71747,60
2020-11-18 08:56:31,8795100,50735,26
2020-11-18 08:56:32,1371700,65920,22
2020-11-18 08:56:33,732500,90039,23
2020-11-18 08:56:34,3117200,573,74
2020-11-18 08:56:35,8991800,44190,3
2020-11-18 08:56:36,4185800,73470,20
2020-11-18 08:56:37,1946600,91444,24
2020-11-18 08:56:38,3128500,85097,11
2020-11-18 08:56:39,7385100,30017,61
2020-11-18 08:56:40,4426200,46935,36
2020-11-18 08:56:41,403000,93748,50
2020-11-18 08:56:42,5652600,14805,72
2020-11-18 08:56:43,7871700,56325,85
2020-11-18 08:56:44,8804700,15167,91
2020-11-18 08:56:46,6157500,99425,90
2020-11-18 08:56:48,5342400,38760,96
2020-11-18 08:56:50,9612500,50171,25
2020-11-18 08:56:51,4426600,76134,46
2020-11-18 08:56:53,5026900,58680,63
2020-11-18 08:56:54,2610300,59064,98
2020-11-18 08:56:55,9925800,25650,98
2020-11-18 08:56:57,9326200,67552,69
2020-11-18 08:56:59,7819900,73135,65
2020-11-18 08:57:00,3016600,62354,78
2020-11-18 08:57:01,8359400,18516,50
2020-11-18 08:57:03,9876400,46248,30
2020-11-18 08:57:04,5525800,36404,66
2020-11-18 08:57:05,363400,1361,77
2020-11-18 08:57:06,8021600,40625,88
2020-11-18 08:57:07,436000,27542,10
2020-11-18 08:57:08,8929200,57791,81
2020-11-18 08:57:10,4858500,26549,8
2020-11-18 08:57:11,8561900,70239,61
2020-11-18 08:57:12,952600,53242,37
2020-11-18 08:57:13,5118700,90609,7
2020-11-18 08:57:14,9694300,98107,87
2020-11-18 08:57:16,1121400,82087,56
2020-11-18 08:57:17,3411000,46807,2
2020-11-18 08:57:19,8267100,90614,10
2020-11-18 08:57:21,964700,95364,70
2020-11-18 08:57:22,6371800,29759,10
2020-11-18 08:57:23,9636900,36384,91
2020-11-18 08:57:24,725300,11517,15
2020-11-18 08:57:25,620000,99094,39
2020-11-18 08:57:26,9046600,50153,52
2020-11-18 08:57:28,6505500,37609,48
2020-11-18 08:57:29,3617100,76475,64
2020-11-18 08:57:30,8669100,5552,92
2020-11-18 08:57:31,5973400,45105,60
2020-11-18 08:57:33,6006800,94911,46
2020-11-18 08:57:35,5830300,62833,72
2020-11-18 08:57:37,3524900,60760,59
2020-11-18 08:57:39,2161600,77381,53
2020-11-18 08:57:40,4926800,746,8
2020-11-18 08:57:41,8538900,46823,90
2020-11-18 08:57:42,294300,96058,95
2020-11-18 08:57:43,547900,75208,85
2020-11-18 08:57:44,4131800,88628,19
2020-11-18 08:57:46,8101000,69298,3
2020-11-18 08:57:48,7857300,93669,38
2020-11-18 08:57:50,9519800,90911,92
2020-11-18 08:57:51,4659800,81210,84
2020-11-18 08:57:53,7028500,41192,45
2020-11-18 08:57:54,1180500,53009,38
2020-11-18 08:57:55,530600,67277,22
2020-11-18 08:57:57,966100,99819,74
2020-11-18 08:57:58,5994500,82992,13
2020-11-18 08:57:59,7821200,34614,22
2020-11-18 08:58:01,9958800,18118,26
2020-11-18 08:58:03,4319900,10247,63
2020-11-18 08:58:05,5765500,75009,3
2020-11-18 08:58:06,8080400,96045,56
2020-11-18 08:58:07,614000,43750,45
2020-11-18 08:58:09,5350900,97373,44
2020-11-18 08:58:10,3618400,79714,10
2020-11-18 08:58:11,3842500,86103,10
2020-11-18 08:58:13,5902900,31424,8
2020-11-18 08:58:15,1180200,91176,41
2020-11-18 08:58:17,5481100,39801,54
2020-11-18 08:58:18,3086000,31357,50
2020-11-18 08:58:20,9947000,39956,71
2020-11-18 08:58:22,9922100,18128,90
2020-11-18 08:58:24,6357300,23357,57
2020-11-18 08:58:26,4188700,38481,22
2020-11-18 08:58:28,1999100,30609,35
2020-11-18 08:58:29,3005600,7192,26
2020-11-18 08:58:31,9182700,4816,80
2020-11-18 08:58:33,3368000,89887,36
2020-11-18 08:58:34,3337800,1380,74
2020-11-18 08:58:36,6466400,80673,75
2020-11-18 08:58:38,8074900,30398,88
2020-11-18 08:58:40,6719700,61744,21
2020-11-18 08:58:41,7879400,88120,75
2020-11-18 08:58:42,5721200,52390,25
2020-11-18 08:58:44,9847900,8197,46
2020-11-18 08:58:46,1184800,7839,35
2020-11-18 08:58:47,2285300,12371,76
2020-11-18 08:58:49,5448200,77015,32
2020-11-18 08:58:50,7395900,59470,87
2020-11-18 08:58:51,8286500,76580,10
2020-11-18 08:58:53,118500,38658,21
2020-11-18 08:58:55,6305300,60959,24
2020-11-18 08:58:57,8370000,56634,47
2020-11-18 08:58:59,8670700,49638,37
2020-11-18 08:59:01,9909700,65255,58
2020-11-18 08:59:02,1152200,52654,7
2020-11-18 08:59:04,5212500,44261,33
2020-11-18 08:59:05,2565800,42882,35
2020-11-18 08:59:07,2596600,26942,41
2020-11-18 08:59:08,4834200,28452,41
2020-11-18 08:59:09,1465600,28288,89
2020-11-18 08:59:11,1112200,1057,88
2020-11-18 08:59:12,7282500,45133,56
2020-11-18 08:59:13,7748700,815,76
2020-11-18 08:59:15,5789200,73316,98
2020-11-18 08:59:16,7355300,94921,94
2020-11-18 08:59:18,8462100,6319,29
2020-11-18 08:59:19,7971600,72852,99
2020-11-18 08:59:20,3371200,46615,13
2020-11-18 08:59:21,8813700,91216,15
2020-11-18 08:59:22,5453800,10335,77
2020-11-18 08:59:23,7369300,68245,20
2020-11-18 08:59:25,6779400,89425,68
2020-11-18 08:59:26,6279200,75183,60
2020-11-18 08:59:27,2116100,62105,34
2020-11-18 08:59:28,6784000,28691,72
2020-11-18 08:59:29,3957100,62035,23
2020-11-18 08:59:30,4982200,2061,23
2020-11-18 08:59:31,6542600,63249,73
2020-11-18 08:59:32,7955300,98424,63
2020-11-18 08:59:34,3688500,4555,52
2020-11-18 08:59:35,9729500,35715,88
2020-11-18 08:59:37,434300,97137,72
2020-11-18 08:59:38,5222200,72438,30
2020-11-18 08:59:39,8926000,89630,99
2020-11-18 08:59:40,7959000,81018,90
2020-11-18 08:59:42,2059300,15990,48
2020-11-18 08:59:43,7988900,82241,53
2020-11-18 08:59:44,4593100,73289,4
2020-11-18 08:59:46,9028200,97138,2
2020-11-18 08:59:47,502800,95377,19
2020-11-18 08:59:48,3302200,30031,93
2020-11-18 08:59:50,2025100,95128,59
2020-11-18 08:59:52,5359900,84491,85
2020-11-18 08:59:53,5015800,8529,67
2020-11-18 08:59:55,4361700,94478,6
2020-11-18 08:59:56,8094700,55867,50
2020-11-18 08:59:58,5191400,23195,35
2020-11-18 09:00:00,2959000,86117,27
2020-11-18 09:00:01,2289200,62784,78
2020-11-18 09:00:03,8442600,97978,42
2020-11-18 09:00:04,4337100,11377,35
2020-11-18 09:00:06,7759600,3486,85
2020-11-18 09:00:07,539300,92523,72
2020-11-18 09:00:09,2856800,31623,20
2020-11-18 09:00:10,3942600,22729,12
2020-11-18 09:00:11,3417800,2463,41
2020-11-18 09:00:12,2525400,29243,48
2020-11-18 09:00:13,2229100,5896,68
2020-11-18 09:00:15,6566100,24774,25
2020-11-18 09:00:16,5564700,1851,63
2020-11-18 09:00:18,6289900,29741,24
2020-11-18 09:00:20,7459400,77870,31
2020-11-18 09:00:21,4727100,5229,1
2020-11-18 09:00:22,473700,22850,39
2020-11-18 09:00:24,846800,13265,50
2020-11-18 09:00:25,8453600,10788,48
2020-11-18 09:00:26,5508500,72598,59
2020-11-18 09:00:27,5544400,82291,63
2020-11-18 09:00:29,9259600,51052,19
2020-11-18 09:00:30,4787200,52630,31
2020-11-18 09:00:31,9475900,73856,85
2020-11-18 09:00:32,9275300,16866,1
2020-11-18 09:00:33,8434700,80725,64
2020-11-18 09:00:34,5360900,51411,73
2020-11-18 09:00:35,1506000,61792,19
2020-11-18 09:00:37,6717600,99064,66
2020-11-18 09:00:39,7093900,77372,19
2020-11-18 09:00:40,7021300,12663,8
2020-11-18 09:00:41,7417400,38440,85
2020-11-18 09:00:43,9340100,60012,86
2020-11-18 09:00:45,9200100,29634,64
2020-11-18 09:00:47,5222700,99085,40
2020-11-18 09:00:48,1012300,20081,97
2020-11-18 09:00:49,2353500,30005,63
2020-11-18 09:00:50,9270900,44155,68
2020-11-18 09:00:51,850400,99160,87
2020-11-18 09:00:53,5491800,41419,10
2020-11-18 09:00:54,8690200,96536,2
2020-11-18 09:00:55,7283400,47094,66
2020-11-18 09:00:56,9073500,41196,34
2020-11-18 09:00:57,7832500,54727,13
2020-11-18 09:00:59,2817400,5193,32
2020-11-18 09:01:00,6148300,12497,48
2020-11-18 09:01:02,6019200,20680,96
2020-11-18 09:01:03,386600,3185,74
2020-11-18 09:01:04,4634400,44914,64
2020-11-18 09:01:05,2588900,47169,31
2020-11-18 09:01:06,959000,96168,10
2020-11-18 09:01:08,8198200,93051,10
2020-11-18 09:01:09,9442500,13090,92
2020-11-18 09:01:10,5188900,88126,22
2020-11-18 09:01:12,5709500,82749,39
2020-11-18 09:01:13,3061300,12358,81
2020-11-18 09:01:14,3050200,55282,34
2020-11-18 09:01:15,7018100,15031,77
2020-11-18 09:01:16,6364200,30691,8
2020-11-18 09:01:17,7489800,72857,89
2020-11-18 09:01:18,1339600,77581,100
2020-11-18 09:01:19,9632100,81342,16
2020-11-18 09:01:20,8944700,58789,64
2020-11-18 09:01:22,5464200,17740,96
2020-11-18 09:01:23,6603400,57659,16
2020-11-18 09:01:24,2161500,88494,90
2020-11-18 09:01:25,6562800,13739,27
2020-11-18 09:01:26,116900,44258,35
2020-11-18 09:01:28,6578300,52601,52
2020-11-18 09:01:29,8052900,28166,48
2020-11-18 09:01:31,5101000,24246,26
2020-11-18 09:01:33,4419600,25788,13
2020-11-18 09:01:34,1581000,23007,44
2020-11-18 09:01:35,3628000,46339,83
2020-11-18 09:01:37,6420800,61718,41
2020-11-18 09:01:38,4776200,87280,31
2020-11-18 09:01:40,9728300,26130,31
2020-11-18 09:01:42,837000,19954,68
2020-11-18 09:01:43,765800,51162,24
2020-11-18 09:01:44,6598000,55629,49
2020-11-18 09:01:45,5688500,62279,49
2020-11-18 09:01:47,9566600,26596,1
2020-11-18 09:01:49,2628900,66678,74
2020-11-18 09:01:51,1932100,29366,100
2020-11-18 09:01:52,2677000,3542,2
2020-11-18 09:01:54,2257000,47403,3
2020-11-18 09:01:55,7250800,12813,57
2020-11-18 09:01:56,2105400,80158,81
2020-11-18 09:01:57,3696700,19597,25
2020-11-18 09:01:59,6719200,49943,30
2020-11-18 09:02:00,422000,61764,91
2020-11-18 09:02:01,9139200,98729,19
2020-11-18 09:02:03,585500,97080,13
2020-11-18 09:02:04,3631200,12988,55
2020-11-18 09:02:05,2947000,9374,28
2020-11-18 09:02:07,2250200,9011,71
2020-11-18 09:02:08,7636800,78584,94
2020-11-18 09:02:10,6916900,44698,76
2020-11-18 09:02:11,2959800,87217,76
2020-11-18 09:02:12,5591700,79230,27
2020-11-18 09:02:13,522900,2026,50
2020-11-18 09:02:14,7168900,47897,13
2020-11-18 09:02:15,570200,87905,98
2020-11-18 09:02:16,1734500,95241,83
2020-11-18 09:02:17,9036800,60777,47
2020-11-18 09:02:18,5241400,83549,48
2020-11-18 09:02:19,247600,33579,3
2020-11-18 09:02:20,96300,23344,32
2020-11-18 09:02:21,966500,38335,72
2020-11-18 09:02:22,4791800,22179,39
2020-11-18 09:02:24,9249200,32716,52
2020-11-18 09:02:26,7227400,87734,29
2020-11-18 09:02:28,2951700,92378,10
2020-11-18 09:02:29,4001200,12958,16
2020-11-18 09:02:30,4371800,48235,52
2020-11-18 09:02:33,252400,18117,40
2020-11-18 09:02:34,3996200,38598,9
2020-11-18 09:02:35,484200,43165,51
2020-11-18 09:02:37,5650300,93002,21
2020-11-18 09:02:38,9530000,94955,99
2020-11-18 09:02:39,9837300,64091,56
2020-11-18 09:02:40,5695400,89811,88
2020-11-18 09:02:41,5234500,95623,42
2020-11-18 09:02:43,2845800,71657,39
2020-11-18 09:02:44,8418800,57520,62
2020-11-18 09:02:45,9933000,42838,99
2020-11-18 09:02:46,5408400,31822,41
2020-11-18 09:02:47,5443600,40809,95
2020-11-18 09:02:48,3973800,55804,57
2020-11-18 09:02:49,5514400,48535,8
2020-11-18 09:02:51,4465100,28281,61
2020-11-18 09:02:52,418700,13076,97
2020-11-18 09:02:54,5255300,75475,39
2020-11-18 09:02:55,8676200,81334,52
2020-11-18 09:02:56,8969800,96745,73
2020-11-18 09:02:58,6195000,10609,50
2020-11-18 09:03:00,3454500,51122,22
2020-11-18 09:03:02,821000,24356,65
2020-11-18 09:03:03,6737300,3897,42
2020-11-18 09:03:04,1983100,24390,29
2020-11-18 09:03:05,1814500,59751,100
2020-11-18 09:03:06,7774300,50618,77
2020-11-18 09:03:07,8111500,21295,91
2020-11-18 09:03:08,2734600,99944,46
2020-11-18 09:03:09,4184300,21981,29
2020-11-18 09:03:11,1171300,73635,100
2020-11-18 09:03:12,3593300,27088,98
2020-11-18 09:03:13,348700,58068,36
2020-11-18 09:03:14,6944400,85036,1
2020-11-18 09:03:15,8576700,76554,20
2020-11-18 09:03:17,7049000,77250,38
2020-11-18 09:03:18,8196800,28877,32
2020-11-18 09:03:19,8148600,71735,27
2020-11-18 09:03:20,4951400,59404,96
2020-11-18 09:03:21,6356100,47450,97
2020-11-18 09:03:22,6787300,26796,21
2020-11-18 09:03:23,1209000,97555,80
2020-11-18 09:03:24,4527400,86771,77
2020-11-18 09:03:25,7676500,71073,41
2020-11-18 09:03:26,9353400,39140,57
2020-11-18 09:03:27,5949600,4804,87
2020-11-18 09:03:29,338800,61605,80
2020-11-18 09:03:30,6591100,52425,78
2020-11-18 09:03:31,1972200,18363,35
2020-11-18 09:03:32,6367000,54901,45
2020-11-18 09:03:33,6811600,11483,57
2020-11-18 09:03:35,735800,64119,32
2020-11-18 09:03:36,8311200,816,79
2020-11-18 09:03:38,9057700,43683,58
2020-11-18 09:03:39,7658500,31896,50
2020-11-18 09:03:40,6104500,25651,60
2020-11-18 09:03:42,903600,40578,14
2020-11-18 09:03:44,8637100,45372,48
2020-11-18 09:03:46,1439400,76904,96
2020-11-18 09:03:47,3641800,42045,3
2020-11-18 09:03:48,9718800,43530,68
2020-11-18 09:03:49,4764700,98100,70
2020-11-18 09:03:50,7641000,79355,43
